ActivityType	DateTime	TransDateTime	Symbol	OrderActionSource	InternalOrderID	ServiceOrderID	OrderType	Quantity	BuySell	Price	Price2	OrderStatus	FillPrice	FilledQuantity	TradeAccount	OpenClose	ParentInternalOrderID	PositionQuantity	FillExecutionServiceID	HighDuringPosition	LowDuringPosition	Note	AccountBalance	ExchangeOrderID	ClientOrderID	TimeInForce	Username	IsAutomated
Orders	2026-05-25  23:00:00.705001	2026-05-25  23:00:00.705001	[Sim]MNQU26_FUT_CME	Auto-trade: Replay 3840X: NQU26_FUT_CME/MNQU26_FUT_CME [CB][M]  15 Min  | SWISS PrecisionTrader | SellEntry | SwissPT-S | Bar start date-time: 2026-05-25  18:45:00.000 | Last: 30181.5 | AOE=true | AOU=true. Attached Order | Client side OCO order	3392		Limit		Buy	3008925.0000000		Pending Child-Client			Sim1 [EVAL]	Close	3391					SwissPT-S	0.00			Good till Canceled		Y
Orders	2026-05-25  23:00:00.705002	2026-05-25  23:00:00.705001	[Sim]MNQU26_FUT_CME	Auto-trade: Replay 3840X: NQU26_FUT_CME/MNQU26_FUT_CME [CB][M]  15 Min  | SWISS PrecisionTrader | SellEntry | SwissPT-S | Bar start date-time: 2026-05-25  18:45:00.000 | Last: 30181.5 | AOE=true | AOU=true. Attached Order | Client side OCO order	3393		Stop		Buy	3022800.0000000		Pending Child-Client			Sim1 [EVAL]	Close	3391					SwissPT-S	0.00			Good till Canceled		Y
Orders	2026-05-25  23:00:00.705003	2026-05-25  23:00:00.705001	[Sim]MNQU26_FUT_CME	Auto-trade: Replay 3840X: NQU26_FUT_CME/MNQU26_FUT_CME [CB][M]  15 Min  | SWISS PrecisionTrader | SellEntry | SwissPT-S | Bar start date-time: 2026-05-25  18:45:00.000 | Last: 30181.5 | AOE=true | AOU=true	3391		Market	1	Sell			Order Sent			Sim1 [EVAL]	Open						SwissPT-S	0.00			Good till Canceled		Y
Orders	2026-05-25  23:00:00.705004	2026-05-25  23:00:00.705001	[Sim]MNQU26_FUT_CME	Simulated order accepted	3391	3391	Market	1	Sell			Open			Sim1 [EVAL]	Open						SwissPT-S	0.00			Good till Canceled		Y
Orders	2026-05-25  23:00:00.705005	2026-05-25  23:00:00.705001	[Sim]MNQU26_FUT_CME	Trade simulation fill. Bid: 30181.75 Ask: 30183.50 Last: 30181.50	3391	3391	Market	1	Sell			Filled	3018175.0000000	1	Sim1 [EVAL]	Open						SwissPT-S	0.00			Good till Canceled		Y
Fills	2026-05-25  23:00:00.705006	2026-05-25  23:00:00.705001	[Sim]MNQU26_FUT_CME	Trade simulation fill. Bid: 30181.75 Ask: 30183.50 Last: 30181.50	3391	3391	Market	1	Sell			Filled	3018175.0000000	1	Sim1 [EVAL]	Open		-1	3391.1			SwissPT-S	0.00			Good till Canceled		Y
Orders	2026-05-25  23:00:00.705007	2026-05-25  23:00:00.705001	[Sim]MNQU26_FUT_CME	Updating move to breakeven stop reference price on parent modification/fill to 3018175	3393		Stop		Buy	3022800.0000000		Pending Child-Client			Sim1 [EVAL]	Close	3391					SwissPT-S	0.00			Good till Canceled		Y
Orders	2026-05-25  23:00:00.705008	2026-05-25  23:00:00.705001	[Sim]MNQU26_FUT_CME	Updating move to breakeven stop trigger price on parent modification/fill to 3004300	3393		Stop		Buy	3022800.0000000		Pending Child-Client			Sim1 [EVAL]	Close	3391					SwissPT-S	0.00			Good till Canceled		Y
Orders	2026-05-25  23:00:00.705009	2026-05-25  23:00:00.705001	[Sim]MNQU26_FUT_CME	Auto-sent child from parent fill	3392		Limit	1	Buy	3008925.0000000		Order Sent			Sim1 [EVAL]	Close	3391	-1				SwissPT-S	0.00			Good till Canceled		Y
Orders	2026-05-25  23:00:00.705010	2026-05-25  23:00:00.705001	[Sim]MNQU26_FUT_CME	Auto-sent child from parent fill	3393		Stop	1	Buy	3022800.0000000		Order Sent			Sim1 [EVAL]	Close	3391	-1				SwissPT-S	0.00			Good till Canceled		Y
