ActivityType	DateTime	TransDateTime	Symbol	OrderActionSource	InternalOrderID	ServiceOrderID	OrderType	Quantity	BuySell	Price	Price2	OrderStatus	FillPrice	FilledQuantity	TradeAccount	OpenClose	ParentInternalOrderID	PositionQuantity	FillExecutionServiceID	HighDuringPosition	LowDuringPosition	Note	AccountBalance	ExchangeOrderID	ClientOrderID	TimeInForce	Username	IsAutomated
Orders	2026-07-22  09:03:39.104185	2026-07-22  09:03:39.104183	[Sim]NQU26_FUT_CME	Auto trail order modification. 1. Trigger price: 29133.00. Using LastModifyQuantity of 1. Using new provided price. Requested Price: 29083.75. Requested Quantity: 1	3473	3473	Stop	1	Sell	2905775.0000000		Pending Modify			Sim1 [EVAL]	Close	3471	5				TopStep.twconfig	0.00			Day		N
Orders	2026-07-22  09:03:39.104196	2026-07-22  09:03:39.104195	[Sim]NQU26_FUT_CME	Simulated order modify complete	3473	3473	Stop	1	Sell	2908375.0000000		Open			Sim1 [EVAL]	Close	3471	5				TopStep.twconfig	0.00			Day		N
Orders	2026-07-22  09:03:41.793429	2026-07-22  09:03:41.793423	[Sim]NQU26_FUT_CME	Trade simulation fill. Bid: 29132.75 Ask: 29136.00 Last: 29136.00	3469	3469	Limit	4	Sell	2913275.0000000		Filled	2913275.0000000	4	Sim1 [EVAL]	Close	3468	5				TopStep.twconfig	0.00			Day		N
Fills	2026-07-22  09:03:41.793456	2026-07-22  09:03:41.793416	[Sim]NQU26_FUT_CME	Trade simulation fill. Bid: 29132.75 Ask: 29136.00 Last: 29136.00	3469	3469	Limit	4	Sell	2913275.0000000		Filled	2913275.0000000	4	Sim1 [EVAL]	Close	3468	1	3469.1	2913475.0000000	2906150.0000000	TopStep.twconfig	0.00			Day		N
Orders	2026-07-22  09:03:41.793510	2026-07-22  09:03:41.793507	[Sim]NQU26_FUT_CME	Canceling order due to sibling fill	3470	3470	Stop	4	Sell	2908375.0000000		Pending Cancel			Sim1 [EVAL]	Close	3468	1				TopStep.twconfig	0.00			Day		N
Orders	2026-07-22  09:03:41.793524	2026-07-22  09:03:41.793522	[Sim]NQU26_FUT_CME	Simulated order canceled	3470	3470	Stop	4	Sell	2908375.0000000		Canceled			Sim1 [EVAL]	Close	3468	1				TopStep.twconfig	0.00			Day		N
Orders	2026-07-22  11:40:28.543754	2026-07-22  11:40:28.543742	[Sim]NQU26_FUT_CME	Trade simulation fill. Bid: 29084.00 Ask: 29084.50 Last: 29083.25	3473	3473	Stop	1	Sell	2908375.0000000		Filled	2908400.0000000	1	Sim1 [EVAL]	Close	3471	1				TopStep.twconfig	0.00			Day		N
Fills	2026-07-22  11:40:28.543798	2026-07-22  11:40:28.543733	[Sim]NQU26_FUT_CME	Trade simulation fill. Bid: 29084.00 Ask: 29084.50 Last: 29083.25	3473	3473	Stop	1	Sell	2908375.0000000		Filled	2908400.0000000	1	Sim1 [EVAL]	Close	3471		3473.1	2917300.0000000	2908325.0000000	TopStep.twconfig	0.00			Day		N
Orders	2026-07-22  11:40:28.543859	2026-07-22  11:40:28.543857	[Sim]NQU26_FUT_CME	Canceling order due to sibling fill	3472	3472	Limit	1	Sell	2926475.0000000		Pending Cancel			Sim1 [EVAL]	Close	3471					TopStep.twconfig	0.00			Day		N
Orders	2026-07-22  11:40:28.543880	2026-07-22  11:40:28.543878	[Sim]NQU26_FUT_CME	Simulated order canceled	3472	3472	Limit	1	Sell	2926475.0000000		Canceled			Sim1 [EVAL]	Close	3471					TopStep.twconfig	0.00			Day		N
